ontology_class_slug	ontology_class_label	confidence	mixs_context_label	mixs_environment_label	agent	timestamp	comment
ENVO_01001870	gas well	0.95	env_local_scale	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-08T09:30 EDT	Gas wells are specifically designed for the extraction of natural gas, providing a highly relevant local environmental context for hydrocarbon resource fluids and swabs collected from these environments.
ENVO_03501109	subway train	0.1	env_local_scale	Soil	claude-3-opus-20240229	2024-05-08T09:30 EDT	A subway train is not a reasonable local environmental context for soil samples, as it is an artificial, mobile environment that is not typically associated with soil ecosystems or processes.
ENVO_00000081	man-made tunnel	0.1	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-08T09:30 EDT	The ENVO term 'ENVO_00000081' is associated with the label 'mountain' in the input, not 'man-made tunnel'. This mismatch between the term and its label makes the mapping invalid.
ENVO_01000419	domestic garden	0.1	env_local_scale	WastewaterSludge	claude-3-opus-20240229	2024-05-08T09:30 EDT	A domestic garden is not a relevant local environmental context for wastewater sludge samples, as these samples are typically associated with wastewater treatment facilities or related infrastructure.
ENVO:00002259	agricultural soil	0.2	env_local_scale	Agriculture	claude-3-opus-20240229	2024-05-08T09:30 EDT	The ENVO term 'ENVO:00002259' for 'agricultural soil' is not present in the provided input and cannot be used for mapping in this context.
ENVO_01000254	environmental system	0.2	env_local_scale	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-08T09:30 EDT	The ENVO term 'environmental system' is too broad and generic to provide a meaningful local environmental context for microbial mat and biofilm samples. More specific terms related to the particular habitats or conditions associated with these samples should be used.
ENVO_00000548	eutrophic lake	0.3	env_local_scale	Water	claude-3-opus-20240229	2024-05-08T09:30 EDT	While eutrophic lakes are a specific type of lake characterized by high nutrient content, using this term is redundant and unnecessarily specific, as its parent class 'lake' has already been mapped. The more general term 'lake' should be used to avoid inconsistency and maintain an appropriate level of specificity in the mapping.
ENVO_00000020	lake	0.95	env_local_scale	Water	claude-3-opus-20240229	2024-05-08T09:30 EDT	Lakes are a specific type of hydrographic feature that are highly relevant for providing local environmental context for water samples, as they represent more static, lentic water bodies.
ENVO_02000001	textile	0.6	env_local_scale	Air	claude-3-opus-20240229	2024-05-07T18:40 EDT	Textiles and fabrics in an environment can influence the composition of air samples by acting as sources or sinks for airborne particles and compounds.
ENVO_01000486	building floor	0.7	env_local_scale	Air	claude-3-opus-20240229	2024-05-07T18:40 EDT	Different building floors may have somewhat varying airflow and contaminant profiles, providing relevant context for some air samples.
ENVO_00000064	road	0.7	env_local_scale	Air	claude-3-opus-20240229	2024-05-07T18:40 EDT	Roads can influence the local air environment through vehicle emissions, dust generation, and effects on airflow, potentially impacting nearby air samples.
ENVO_00000010	transport feature	0.7	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T18:40 EDT	Transport features like roads or railways can provide relevant local environmental context for exterior built environment samples or those near transportation infrastructure.
ENVO_03501123	airport terminal	0.8	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T18:40 EDT	Airport terminals represent distinct local environments within the built environment with unique characteristics and potential influences on samples.
ENVO_01000422	bathroom	0.8	env_local_scale	Air	claude-3-opus-20240229	2024-05-07T18:40 EDT	Bathrooms can have distinct air quality characteristics compared to other indoor environments due to moisture, ventilation, and other factors.
ENVO_01000421	indoor kitchen	0.8	env_local_scale	Air	claude-3-opus-20240229	2024-05-07T18:40 EDT	Kitchens can have unique airborne particles and compounds related to cooking activities that provide relevant context for indoor air samples.
ENVO_00000117	plantation	0.8	env_local_scale	Agriculture	claude-3-opus-20240229	2024-05-07T18:40 EDT	Plantations are large-scale agricultural sites that can provide relevant local environmental context for agricultural samples, but may require more specificity.
ENVO_00000073	building	0.8	env_local_scale	Air	claude-3-opus-20240229	2024-05-07T18:40 EDT	Buildings create semi-contained local atmospheres that are relevant context for air samples, but may require more specificity.
ENVO_01000472	building roof	0.85	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T18:40 EDT	Building roofs can significantly influence the local environment, particularly for exterior built environment samples or those near the top of a building.
ENVO_01000486	building floor	0.9	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T18:40 EDT	Building floors can define distinct local environments within a building, especially relevant for interior built environment samples.
ENVO_01000465	building wall	0.9	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T18:40 EDT	Walls define and compartmentalize local environments within buildings and are highly relevant for interior built environment samples.
ENVO_01000426	room	0.9	env_local_scale	Air	claude-3-opus-20240229	2024-05-07T18:40 EDT	Individual rooms within buildings can have distinct air quality conditions based on factors like ventilation, occupancy, and activities.
ENVO_00002044	clean room	0.9	env_local_scale	Air	claude-3-opus-20240229	2024-05-07T18:40 EDT	A clean room provides a highly controlled localized environment relevant for air samples taken in specialized settings like laboratories or manufacturing facilities.
ENVO_00000266	pasture	0.9	env_local_scale	Agriculture	claude-3-opus-20240229	2024-05-07T18:40 EDT	Pastures are localized agricultural environments used for livestock grazing and are important contexts for samples related to animal agriculture.
ENVO_00000078	farm	0.9	env_local_scale	Agriculture	claude-3-opus-20240229	2024-05-07T18:40 EDT	A farm represents the localized environment where agricultural production occurs and is highly relevant for agricultural samples.
ENVO_00000077	agricultural ecosystem	0.9	env_local_scale	Agriculture	claude-3-opus-20240229	2024-05-07T18:40 EDT	Agricultural ecosystems encompass the local environment and conditions in which agricultural activities take place.
ENVO_01000426	room	0.95	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T18:40 EDT	Rooms provide specific, localized environmental contexts within buildings that are highly relevant for built environment samples.
ENVO_01000425	indoor toilet	0.95	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T18:40 EDT	Toilets are distinct local environments within buildings that provide highly specific contexts for built environment samples.
ENVO_01000422	bathroom	0.95	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T18:40 EDT	Bathrooms represent unique local environments within buildings with specific environmental conditions that are important for built environment samples.
ENVO_01000421	indoor kitchen	0.95	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T18:40 EDT	Kitchens are specialized local environments within buildings with distinct characteristics that are highly relevant for built environment samples.
ENVO_00000297	paddy field	0.95	env_local_scale	Agriculture	claude-3-opus-20240229	2024-05-07T18:40 EDT	Paddy fields are flooded parcel agricultural environments used for rice and other semi-aquatic crop cultivation and provide important context for related samples.
ENVO_00000296	rice field	0.95	env_local_scale	Agriculture	claude-3-opus-20240229	2024-05-07T18:40 EDT	Rice fields are specific local environments used for rice cultivation and are highly relevant for agricultural samples from these sites.
ENVO_00000116	vineyard	0.95	env_local_scale	Agriculture	claude-3-opus-20240229	2024-05-07T18:40 EDT	Vineyards are distinct localized agricultural environments dedicated to grape production for wine making and are important contexts for related agricultural samples.
ENVO_00000115	orchard	0.95	env_local_scale	Agriculture	claude-3-opus-20240229	2024-05-07T18:40 EDT	Orchards are specific localized agricultural environments focused on fruit production and are highly relevant for agricultural samples from these sites.
ENVO_00000114	agricultural field	0.95	env_local_scale	Agriculture	claude-3-opus-20240229	2024-05-07T18:40 EDT	An agricultural field is a highly relevant and specific local environmental context for agriculture-related samples.
ENVO_00000073	building	0.95	env_local_scale	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T18:40 EDT	A building is a highly relevant local environmental context for built environment samples, providing the immediate surroundings and conditions.
ENVO_00002016	sedimentary rock	0.5	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sedimentary rock is not typically a direct environmental medium in host-associated microbiome studies, but it may be relevant in some specialized contexts, such as in studies of host-associated microbial communities over geological timescales (e.g., fossil records).
ENVO_2000007	biochar	0.6	env_medium	PlantAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Biochar, which is a carbon-rich material produced by pyrolysis of biomass and used as a soil amendment, can be a relevant environmental medium in some plant-associated studies, particularly in the context of soil carbon sequestration and plant growth promotion.
ENVO_01000063	planktonic material	0.6	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	While planktonic material is not typically a direct component of microbial mats or biofilms, it can be a relevant associated medium, as some biofilm-forming microbes may have planktonic life stages or interact with planktonic communities.
ENVO_00005791	sterile water	0.6	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sterile water may be used in some specific built environment contexts, such as in healthcare or laboratory settings, but it is not a common general-purpose medium.
ENVO_00003930	scum	0.6	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Scum, which can form on the surface of liquid media due to the accumulation of microbial cells and other organic matter, may be a relevant associated medium for some microbial mat or biofilm communities.
ENVO_00002264	waste material	0.6	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Agricultural waste material might be a relevant environmental medium in some contexts, but it is a broad category.
ENVO_00002007	sediment	0.6	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sediment may be a relevant environmental medium in some host-associated contexts, such as in aquatic host species or in studies of host-associated built environments (e.g., aquaculture).
ENVO_00002006	liquid water	0.6	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Liquid water may be relevant in some air sampling contexts, such as in clouds or fog, but it is not the primary medium.
ENVO_03600082	crustal fluid	0.7	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Crustal fluids, which are fluids that circulate in the Earth's crust, may be encountered in some deep hydrocarbon reservoirs and could be sampled in fluids or swabs.
ENVO_03600036	pathogen-suppressive soil	0.7	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Pathogen-suppressive soil is a type of soil that has properties inhibiting the growth or activity of plant pathogens, which may be of interest in some agricultural soil studies.
ENVO_03600002	cooling water	0.7	env_medium	Water	claude-3-opus-20240229	2024-05-07T17:00 EDT	Cooling water is water used for cooling purposes in industrial processes or power plants and may be a relevant environmental medium in some applied water quality studies.
ENVO_03500016	scum	0.7	env_medium	WastewaterSludge	claude-3-opus-20240229	2024-05-07T17:00 EDT	Scum, which is a layer of impurities that can form on the surface of wastewater or sludge, may be a relevant environmental medium in some wastewater sludge studies, particularly those investigating surface-associated processes or contaminants.
ENVO_03000139	ice fog	0.7	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Ice fog is a type of fog that forms in very cold air, where the suspended water droplets freeze into ice crystals, which may be relevant in some polar or high-altitude air sampling contexts.
ENVO_03000137	freezing fog	0.7	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Freezing fog is a specific type of fog where the suspended water droplets freeze upon contact with surfaces, which may be relevant in some cold-weather air sampling contexts.
ENVO_02000038	pus material	0.7	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Pus, which is formed during infection or inflammation, may be a relevant environmental medium in some host-associated microbiome studies, particularly those related to disease states.
ENVO_01001821	hydrothermally-influenced sediment	0.7	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Hydrothermally-influenced sediment can be another specific environment where microbial mats and biofilms form, often supporting unique chemosynthetic microbial communities.
ENVO_01001395	necromass	0.7	env_medium	SymbiontAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Necromass of host organisms can be a relevant environmental medium for studying certain types of symbiotic relationships, such as those involving saprophytic or decomposer symbionts.
ENVO_01001134	hydrothermal fluid	0.7	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Hydrothermal fluids, which are hot, mineral-rich fluids associated with volcanic activity or deep crustal processes, may be encountered in some high-temperature, high-pressure hydrocarbon reservoirs.
ENVO_01001069	metallic material	0.7	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Metallic materials can be found in some miscellaneous natural environments (e.g., ore deposits) and various artificial ones (e.g., industrial settings, urban infrastructure).
ENVO_01000256	mineral material	0.7	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Mineral materials can be found in various miscellaneous natural environments and some artificial ones (e.g., mines, quarries).
ENVO_00005771	muddy soil	0.7	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Muddy soil is a type of soil with a high proportion of fine particles and high water content, resulting in a mud-like consistency, which may be relevant in some wetland or floodplain soil contexts.
ENVO_00003869	straw	0.7	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Straw can be a relevant environmental medium in agriculture, such as in animal bedding or as a soil amendment.
ENVO_00002186	contaminated water	0.7	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Contaminated water can be found in various built environment settings, such as in industrial effluents or polluted urban waterways.
ENVO_00002149	sea water	0.7	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sea water can be a relevant environmental medium for microbial mats and biofilms that form in marine environments, such as hypersaline microbial mats or deep-sea hydrothermal vent biofilms.
ENVO_00002045	anaerobic sediment	0.7	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Anaerobic sediment can be a specific environment where certain types of microbial mats and biofilms form, particularly those dominated by anaerobic microbial communities.
ENVO_00002044	sludge	0.7	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sludge can be found in some miscellaneous artificial environments, particularly those related to wastewater treatment or industrial processes.
ENVO_00002012	hypersaline water	0.7	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Hypersaline water, which has even higher salt concentrations than saline water, may be encountered in some hydrocarbon resource fluids, particularly in deep, high-temperature, high-pressure reservoirs.
ENVO_00002008	dust	0.7	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Dust can be found in various miscellaneous natural and artificial environments, both indoor and outdoor.
ENVO_00002007	sediment	0.7	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sediment may be considered as a potential environmental medium in some soil contexts, particularly in alluvial or wetland soils.
ENVO_00002003	fecal material	0.7	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Fecal material can be a relevant environmental medium in livestock farming and manure management.
ENVO_00001019	necromass	0.7	env_medium	PlantAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Necromass, which refers to dead or decaying organic matter, can be a relevant environmental medium in plant-associated studies, particularly in the context of plant debris decomposition and soil organic matter formation.
ENVO_0010001	anthropogenic environmental material	0.8	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Anthropogenic environmental materials, which are created or strongly influenced by human activities, are highly relevant to miscellaneous artificial environments.
ENVO_03600009	interstitial water	0.8	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Interstitial water, which is the water trapped in the pore spaces of rocks, may be sampled in hydrocarbon resource fluids and swabs.
ENVO_03600007	formation fluid	0.8	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Formation fluids, which can include water, oil, and gas, may be present in the pore spaces of rocks in hydrocarbon resource cores.
ENVO_02000119	oil shale	0.8	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Oil shale is a specific type of sedimentary rock that is rich in kerogen and can be a source of hydrocarbons, which may be present in some hydrocarbon resource cores.
ENVO_02000040	mucus material	0.8	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Mucus, which lines many host body cavities and surfaces, can be a relevant environmental medium in host-associated microbiome studies.
ENVO_02000036	saliva material	0.8	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Saliva is a specific oronasal secretion that is commonly sampled in oral microbiome studies.
ENVO_02000035	oronasal secretion material	0.8	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Oronasal secretions, such as saliva or nasal mucus, can be relevant environmental media in host-associated microbiome studies, particularly for oral or respiratory microbiomes.
ENVO_02000019	bodily fluid material	0.8	env_medium	SymbiontAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Bodily fluids of host organisms can be relevant environmental media for studying symbiotic relationships, particularly in the case of endosymbionts.
ENVO_01001402	haze	0.8	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Haze is a specific atmospheric condition where air contains suspended particulate matter, which may be relevant in some air sampling contexts.
ENVO_01001231	kerogen	0.8	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Kerogen is a solid, insoluble organic matter that is a precursor to oil and gas, and it may be present in some hydrocarbon resource cores, particularly in source rock formations.
ENVO_01000844	fog	0.8	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Fog is a specific form of air containing suspended liquid water droplets, which may be relevant in some air sampling contexts.
ENVO_01000829	water vapour saturated air	0.8	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Water vapor saturated air is a specific type of air that is fully saturated with water vapor, which may be relevant in some air sampling contexts.
ENVO_01000821	hydrothermally-influenced sediment	0.8	env_medium	Sediment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Hydrothermally-influenced sediment, which is sediment affected by the flow of hot, chemically-altered fluids from hydrothermal vents or seeps, can be a relevant environmental medium for studies of extreme microbial communities and unique biogeochemical processes in sediments.
ENVO_01000676	contaminated air	0.8	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Contaminated air can be found in various built environments, particularly in industrial or urban settings with high levels of air pollution.
ENVO_01000301	estuarine water	0.8	env_medium	Water	claude-3-opus-20240229	2024-05-07T17:00 EDT	Estuarine water is a type of brackish water found in estuaries, where rivers meet the sea, and is characterized by variable salinity and unique ecological conditions.
ENVO_01000266	water vapour	0.8	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Water vapor is the gaseous form of water that is present in air, which may be relevant in some air sampling contexts, particularly in relation to humidity or cloud formation.
ENVO_00012017	plant litter	0.8	env_medium	PlantAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Plant litter, which refers to dead plant material that has fallen to the ground, can be a relevant environmental medium for studies of decomposition and nutrient cycling in plant-associated environments.
ENVO_00005797	lake bottom mud	0.8	env_medium	Sediment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Lake bottom mud, which is a specific type of fine-grained, organic-rich sediment found in lake beds, can be a relevant environmental medium for studies of freshwater sediment biogeochemistry and ecology.
ENVO_00005795	marine mud	0.8	env_medium	Sediment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Marine mud, which is a specific type of fine-grained, organic-rich sediment found in marine environments, can be a relevant environmental medium for studies of marine sediment biogeochemistry and ecology.
ENVO_00005756	mycorrhizosphere	0.8	env_medium	PlantAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	The mycorrhizosphere, which refers to the zone of soil influenced by plant roots and their associated mycorrhizal fungi, can be a relevant environmental medium for studies of plant-fungal symbioses and nutrient exchange.
ENVO_00005748	dry soil	0.8	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Dry soil refers to soil with low moisture content, which can be a relevant condition in some soil environments, particularly in arid regions or during dry seasons.
ENVO_00003064	drinking water	0.8	env_medium	Water	claude-3-opus-20240229	2024-05-07T17:00 EDT	Drinking water is water that is safe for human consumption and is a relevant environmental medium in water quality and public health studies.
ENVO_00003064	drinking water	0.8	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Drinking water is a specific category of liquid water that is relevant to various miscellaneous artificial environments where humans consume water.
ENVO_00003031	animal manure	0.8	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Animal manure, which is a mixture of fecal material and other animal waste products, can be a relevant environmental medium in some host-associated studies, particularly in agricultural or veterinary contexts.
ENVO_00002262	clay soil	0.8	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Clay soil is a type of soil characterized by a high proportion of clay particles, which can have distinct physical and chemical properties relevant to some soil studies.
ENVO_00002170	compost	0.8	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Compost is a common environmental medium used as a soil amendment in agriculture.
ENVO_00002167	mucus	0.8	env_medium	SymbiontAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Mucus secretions of host organisms can be important environmental media for studying symbiotic relationships, as they often serve as attachment sites or nutrient sources for symbionts.
ENVO_00002150	coastal sea water	0.8	env_medium	Water	claude-3-opus-20240229	2024-05-07T17:00 EDT	Coastal sea water refers to the saline water in the coastal zone, which may have distinct properties compared to open ocean water due to terrestrial influences and is a relevant environmental medium in coastal ecology studies.
ENVO_00002055	sandstone	0.8	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sandstone is another type of sedimentary rock that may be present in some hydrocarbon resource cores, particularly in clastic reservoir systems.
ENVO_00002053	limestone	0.8	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Limestone is a specific type of sedimentary rock that may be present in some hydrocarbon resource cores, particularly in carbonate reservoir systems.
ENVO_00002046	activated sludge	0.8	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Activated sludge is a specific type of sludge used in wastewater treatment, which is a common process in built environments.
ENVO_00002044	sludge	0.8	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sludge can be found in various built environment contexts, such as in wastewater treatment or in some industrial settings.
ENVO_00002012	hypersaline water	0.8	env_medium	Water	claude-3-opus-20240229	2024-05-07T17:00 EDT	Hypersaline water, which has even higher salt concentrations than typical saline water, can be found in some extreme aquatic environments and may be a relevant environmental medium in some specialized studies.
ENVO_00002010	saline water	0.8	env_medium	HydrocarbonResourcesFluidsSwabs	claude-3-opus-20240229	2024-05-07T17:00 EDT	Saline water, which is water with high concentrations of dissolved salts, is often co-produced with oil and gas and may be sampled in hydrocarbon resource fluids.
ENVO_00002007	sediment	0.8	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sediment can be a relevant environmental medium in some agricultural contexts, such as in rice paddies or aquaculture.
ENVO_00002007	sediment	0.8	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sediment can be found in various miscellaneous natural aquatic environments and some artificial ones (e.g., reservoirs, canals).
ENVO_00002006	liquid water	0.8	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Liquid water can be found in various built environment settings, such as tap water, drinking water, or water in heating and cooling systems.
ENVO_00002006	liquid water	0.8	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Liquid water is a common component of the environments where microbial mats and biofilms form, and it can be an important medium for nutrient transport and diffusion within these structures.
ENVO_00002001	waste water	0.8	env_medium	Water	claude-3-opus-20240229	2024-05-07T17:00 EDT	Waste water is water that has been adversely affected by anthropogenic processes and is a relevant environmental medium in pollution and water treatment studies.
ENVO_00001998	soil	0.8	env_medium	MiscellaneousNaturalOrArtificialEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Soil can be found in various miscellaneous natural terrestrial environments and some artificial ones (e.g., greenhouses, gardens).
ENVO_03605000	periphytic biofilm	0.9	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Periphytic biofilm refers specifically to biofilms that form on submerged surfaces in aquatic environments, making it a relevant sub-category of biofilm material for this package.
ENVO_03501300	manure	0.9	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Manure is a common environmental medium in livestock farming and is often used as a fertilizer.
ENVO_02000020	blood material	0.9	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Blood is a common environmental medium sampled in host-associated microbiome studies, particularly in animal or non-human hosts.
ENVO_02000007	sediment	0.9	env_medium	MicrobialMatBiofilm	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sediment is often closely associated with microbial mats and biofilms, as these structures can form on or within sediment layers, making it a highly relevant environmental medium for this package.
ENVO_02000003	fecal material	0.9	env_medium	HostAssociated	claude-3-opus-20240229	2024-05-07T17:00 EDT	Fecal material is a common environmental medium in gut microbiome studies across various host species.
ENVO_01000828	humid air	0.9	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Humid air is a specific type of air with high water vapor content, which may be relevant in some air sampling contexts.
ENVO_01000676	contaminated air	0.9	env_medium	Air	claude-3-opus-20240229	2024-05-07T17:00 EDT	Contaminated air is a specific type of air that contains pollutants or contaminants, which may be relevant in some air sampling contexts, particularly in urban or industrial settings.
ENVO_00005802	bulk soil	0.9	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Bulk soil refers to the soil mass as a whole, including solid, liquid, and gaseous components, which is a relevant concept in many soil studies.
ENVO_00005767	manured soil	0.9	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Manured soil is a type of soil amended with manure, which is common in agricultural practices.
ENVO_00005749	farm soil	0.9	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Farm soil is another term for agricultural soil, referring to soils managed for crop or livestock production.
ENVO_00003096	tap water	0.9	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Tap water is a specific type of drinking water supplied through indoor plumbing systems in built environments.
ENVO_00003064	drinking water	0.9	env_medium	BuiltEnvironment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Drinking water is a common environmental medium in built environments, supplied through municipal water systems or other sources.
ENVO_00003031	animal manure	0.9	env_medium	Agriculture	claude-3-opus-20240229	2024-05-07T17:00 EDT	Animal manure is a common environmental medium in livestock farming and is often used as a fertilizer.
ENVO_00002985	oil	0.9	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Oil is a liquid hydrocarbon resource that may be present in some cores, particularly in reservoir rock formations or in cores from oil-bearing strata.
ENVO_00002984	petroleum	0.9	env_medium	HydrocarbonResourcesCores	claude-3-opus-20240229	2024-05-07T17:00 EDT	Petroleum is a broad term that encompasses both oil and gas, and it may be present in various forms in hydrocarbon resource cores.
ENVO_00002261	forest soil	0.9	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Forest soil is a type of soil that develops under forest vegetation and is thus a relevant environmental medium in many soil ecology studies.
ENVO_00002259	agricultural soil	0.9	env_medium	Soil	claude-3-opus-20240229	2024-05-07T17:00 EDT	Agricultural soil is a specific type of soil that is managed for crop production and is thus a relevant environmental medium in many soil studies.
ENVO_00002203	inorganically enriched sediment	0.9	env_medium	Sediment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Inorganically enriched sediment, which has elevated levels of inorganic compounds, is a relevant category for studies of mineral cycling, weathering processes, or specialized microbial communities in sediments.
ENVO_00002202	organically enriched sediment	0.9	env_medium	Sediment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Organically enriched sediment, which has elevated levels of organic compounds, is a relevant category for studies of nutrient cycling, carbon sequestration, or specialized microbial communities in sediments.
ENVO_00002149	sea water	0.9	env_medium	Water	claude-3-opus-20240229	2024-05-07T17:00 EDT	Sea water refers specifically to saline water in marine environments and is a common environmental medium in ocean-related studies.
ENVO_00002114	chemically enriched sediment	0.9	env_medium	Sediment	claude-3-opus-20240229	2024-05-07T17:00 EDT	Chemically enriched sediment, which has elevated levels of specific chemical compounds, is a relevant category for studies of anthropogenic impacts, pollution, or specialized microbial processes in sediments.
