ontology_class_slug	ontology_class_label	mixs_context_label	mixs_environment_label	claude-3-opus-20240229|2024-05-07T11:45 EDT	claude-3-opus-20240229|2024-05-07T17:00 EDT	claude-3-opus-20240229|2024-05-07T18:40 EDT	claude-3-opus-20240229|2024-05-08T09:30 EDT	expand-subset|2024-05-09T16:48 EDT
ENVO_00002203	inorganically enriched sediment	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.7
ENVO_00002206	coal mine waste material	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_00002207	self-heating coal mine waste material	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_00002209	saline lake sediment	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.8
ENVO_00002209	saline lake sediment	env_medium	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.6
ENVO_00002209	saline lake sediment	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.9
ENVO_00002209	saline lake sediment	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.8
ENVO_00002209	saline lake sediment	env_medium	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 1.0
ENVO_00002209	saline lake sediment	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002007/sediment @ 0.7
ENVO_00002212	thermophilic granular sludge	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00002044/clean room @ 0.9
ENVO_00002212	thermophilic granular sludge	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002044/sludge @ 0.8
ENVO_00002212	thermophilic granular sludge	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002044/sludge @ 0.7
ENVO_00002212	thermophilic granular sludge	env_medium	WastewaterSludge					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002044/sludge @ 1.0
ENVO_00002214	power plant	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_00002214	power plant	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_00002214	power plant	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002214	power plant	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002215	geothermal power plant	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_00002215	geothermal power plant	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_00002215	geothermal power plant	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002215	geothermal power plant	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002221	shop	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_00002221	shop	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_00002221	shop	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002221	shop	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002222	food shop	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_00002222	food shop	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_00002222	food shop	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002222	food shop	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002223	oligotrophic water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002223	oligotrophic water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_00002223	oligotrophic water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00002223	oligotrophic water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002223	oligotrophic water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00002223	oligotrophic water	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002223	oligotrophic water	env_medium	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 1.0
ENVO_00002224	eutrophic water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002224	eutrophic water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_00002224	eutrophic water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00002224	eutrophic water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002224	eutrophic water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00002224	eutrophic water	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002224	eutrophic water	env_medium	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 1.0
ENVO_00002225	mesotrophic water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002225	mesotrophic water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_00002225	mesotrophic water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00002225	mesotrophic water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002225	mesotrophic water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00002225	mesotrophic water	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002225	mesotrophic water	env_medium	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 1.0
ENVO_00002228	pond water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002228	pond water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_00002228	pond water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00002228	pond water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002228	pond water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00002228	pond water	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00002228	pond water	env_medium	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002011/fresh water @ 0.9
ENVO_00002229	arenosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002229	arenosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002229	arenosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002229	arenosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002230	anthrosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002230	anthrosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_00002230	anthrosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002230	anthrosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002231	alisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002231	alisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002231	alisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002231	alisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002232	andosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002232	andosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002232	andosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002232	andosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002233	albeluvisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002233	albeluvisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002233	albeluvisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002233	albeluvisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002234	acrisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002234	acrisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002234	acrisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002234	acrisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002235	cambisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002235	cambisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002235	cambisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002235	cambisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002236	cryosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002236	cryosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002236	cryosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002236	cryosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002237	chernozem	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002237	chernozem	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002237	chernozem	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002237	chernozem	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002238	durisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002238	durisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002238	durisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002238	durisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002239	calcisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002239	calcisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002239	calcisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002239	calcisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002240	kastanozem	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002240	kastanozem	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002240	kastanozem	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002240	kastanozem	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002241	leptosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002241	leptosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002241	leptosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002241	leptosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002242	lixisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002242	lixisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002242	lixisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002242	lixisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002243	histosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002243	histosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002243	histosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002243	histosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002244	gleysol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002244	gleysol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002244	gleysol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002244	gleysol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002245	gypsisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002245	gypsisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002245	gypsisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002245	gypsisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002246	ferralsol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002246	ferralsol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002246	ferralsol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002246	ferralsol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002247	nitisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002247	nitisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002247	nitisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002247	nitisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002248	luvisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002248	luvisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002248	luvisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002248	luvisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002249	phaeozem	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002249	phaeozem	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002249	phaeozem	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002249	phaeozem	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002250	plinthosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002250	plinthosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002250	plinthosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002250	plinthosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002251	planosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002251	planosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002251	planosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002251	planosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002252	solonchak	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002252	solonchak	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002252	solonchak	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002252	solonchak	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002253	umbrisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002253	umbrisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002253	umbrisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002253	umbrisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002254	vertisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002254	vertisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002254	vertisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002254	vertisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002255	solonetz	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002255	solonetz	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002255	solonetz	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
